Uuid,Name,Identifier type,Pool identifier source,Pool refill batch size,Pool minimum size,Pool refill with task,Pool sequential allocation
${identifierSource.emrIdPool.uuid},EMR ID Pool,${patientIdentifierType.emrId.uuid},c8f25496-da86-45c3-a621-e9694d89f0b2,10000,1000,false,false
